aoi_id,district,state,split
g0_1876,Belgaum,Karnātaka,train
g3_1877,Bankura,West Bengal,train
g2_1878,Bharatpur,Rājasthān,test
g2_1879,Jalandhar,Punjab,train
g1_1880,Balangir,Odisha,test
g2_1881,Agra,Uttar Pradesh,test
g2_1882,Banas Kantha,Gujarāt,train
g2_1883,Ganganagar,Rājasthān,test
g2_1884,Tonk,Rājasthān,test
g2_1885,Rajsamand,Rājasthān,train
g2_1886,Pali,Rājasthān,val
g2_1887,Fazilka,Punjab,train
g0_1888,Peddapalli,Telangāna,train
g2_1889,Rampur,Uttar Pradesh,test
g2_1890,Khargone (West Nimar),Madhya Pradesh,train
g1_1891,Ganjam,Odisha,train
g2_1892,Khargone (West Nimar),Madhya Pradesh,train
g1_1893,Cuttack,Odisha,train
g2_1894,Ujjain,Madhya Pradesh,train
g2_1895,Sangrur,Punjab,val
g2_1896,Bikaner,Rājasthān,train
g2_1897,Shrawasti,Uttar Pradesh,train
g2_1898,Kota,Rājasthān,test
g2_1899,Ahmadabad,Gujarāt,test
g0_1900,East Godavari,Andhra Pradesh,train
g0_1901,Sangli,Mahārāshtra,test
g3_1902,Saraikela-Kharsawan,Jhārkhand,train
g2_1903,Shivpuri,Madhya Pradesh,val
g3_1904,Sahibganj,Jhārkhand,train
g0_1905,Bagalkot,Karnātaka,train
g0_1906,Kondagaon,Chhattīsgarh,train
g0_1907,Ahmadnagar,Mahārāshtra,train
g2_1908,Gwalior,Madhya Pradesh,none
g2_1909,Mandi,Himāchal Pradesh,train
g2_1910,Hoshangabad,Madhya Pradesh,test
g3_1911,Sundargarh,Odisha,test
g2_1912,Jhabua,Madhya Pradesh,train
g2_1913,Barmer,Rājasthān,train
g2_1914,Solan,Himāchal Pradesh,train
g1_1915,Dhenkanal,Odisha,train
g0_1916,Nagapattinam,Tamil Nādu,train
g2_1917,Ajmer,Rājasthān,train
g0_1918,Sri Potti Sriramulu Nellore,Andhra Pradesh,val
g0_1919,Buldana,Mahārāshtra,train
g0_1920,Bijapur,Karnātaka,train
g0_1921,Jalna,Mahārāshtra,train
g0_1922,Solapur,Mahārāshtra,test
g2_1923,Indore,Madhya Pradesh,train
g2_1924,Tarn Taran,Punjab,train
g3_1925,Chatra,Jhārkhand,test
g2_1926,Jhansi,Uttar Pradesh,train
g1_1927,Vizianagaram,Andhra Pradesh,test
g2_1928,Banswara,Rājasthān,test
g0_1929,Anantapur,Andhra Pradesh,none
g2_1930,Panch Mahals,Gujarāt,test
g3_1931,Bankura,West Bengal,train
g1_1932,Srikakulam,Andhra Pradesh,test
g3_1933,Muzaffarpur,Bihār,train
g2_1934,Ambala,Haryāna,train
g2_1935,Jodhpur,Rājasthān,train
g2_1936,Chhindwara,Madhya Pradesh,train
g0_1937,Uttar Bastar Kanker,Chhattīsgarh,train
g0_1938,Solapur,Mahārāshtra,test
g1_1939,Debagarh,Odisha,train
g2_1940,Jodhpur,Rājasthān,test
g2_1941,Udaipur,Rājasthān,train
g2_1942,Seoni,Madhya Pradesh,train
g0_1943,Narmada,Gujarāt,train
g3_1944,Puruliya,West Bengal,train
g0_1945,Ahmadnagar,Mahārāshtra,train
g1_1946,Nabarangapur,Odisha,test
g2_1947,Rupnagar,Punjab,train
g2_1948,Shajapur,Madhya Pradesh,val
g0_1949,Uttara Kannada,Karnātaka,train
g3_1950,Mirzapur,Uttar Pradesh,train
g0_1951,Tiruchirappalli,Tamil Nādu,test
g2_1952,Shrawasti,Uttar Pradesh,train
g0_1953,Uttar Bastar Kanker,Chhattīsgarh,train
g0_1954,Akola,Mahārāshtra,val
g3_1955,Jhargram,West Bengal,train
g2_1956,Rajsamand,Rājasthān,train
g0_1957,Kadapa(YSR),Andhra Pradesh,train
g3_1958,Mayurbhanj,Odisha,train
g2_1959,Jalor,Rājasthān,val
g2_1960,Katni,Madhya Pradesh,train
g1_1961,Ganjam,Odisha,train
g1_1962,Koraput,Odisha,test
g0_1963,Ahmadnagar,Mahārāshtra,train
g3_1964,Gumla,Jhārkhand,test
g3_1965,Kamrup,Assam,train
g0_1966,Siddipet,Telangāna,train
g0_1967,Krishna,Andhra Pradesh,train
g0_1968,Valsad,Gujarāt,train
g2_1969,Gaurella Pendra Marwahi,Chhattīsgarh,train
g0_1970,Khammam,Telangāna,train
g0_1971,West Godavari,Andhra Pradesh,train
g2_1972,Budaun,Uttar Pradesh,train
g3_1973,Sahibganj,Jhārkhand,train
g0_1974,Gulbarga,Karnātaka,train
g1_1975,Balangir,Odisha,test
g0_1976,West Godavari,Andhra Pradesh,train
g0_1977,Buldana,Mahārāshtra,train
g3_1978,Azamgarh,Uttar Pradesh,train
g0_1979,Prakasam,Andhra Pradesh,val
g0_1980,Bid,Mahārāshtra,train
g3_1981,Supaul,Bihār,train
g2_1982,Mirzapur,Uttar Pradesh,test
g0_1983,Nagarkurnool,Telangāna,train
g2_1984,Vidisha,Madhya Pradesh,none
g0_1985,Osmanabad,Mahārāshtra,test
g0_1986,Bhavnagar,Gujarāt,train
g0_1987,Sangli,Mahārāshtra,val
g2_1988,Jabalpur,Madhya Pradesh,train
g0_1989,Valsad,Gujarāt,train
g0_1990,Hassan,Karnātaka,train
g0_1991,Pune,Mahārāshtra,train
g2_1992,Barmer,Rājasthān,val
g0_1993,Latur,Mahārāshtra,train
g3_1994,Puruliya,West Bengal,train
g2_1995,Sirohi,Rājasthān,train
g0_1996,Wardha,Mahārāshtra,val
g2_1997,Mansa,Punjab,val
g2_1998,Auraiya,Uttar Pradesh,val
g0_1999,Rajnandgaon,Chhattīsgarh,train
g2_2000,Ludhiana,Punjab,val
g2_2001,Dhar,Madhya Pradesh,train
g3_2002,Baksa,Assam,train
